,tsne1,tsne2,inlierLabel
290,6.865938,4.3975325,-1
291,-12.790749,13.888665,1
292,-12.005932,15.099049,1
293,-21.019663,4.636393,-1
294,8.089356,-12.536229,1
295,6.7649736,-13.542774,1
296,8.522045,-13.570373,1
297,-3.8713589,-8.333442,-1
298,-0.74324447,-9.506837,1
299,-1.00078,-7.9121265,1
300,1.8644276,-0.527762,1
301,1.3614157,0.028272282,1
302,1.4546549,0.043646216,1
303,-11.9737425,17.723122,-1
304,-12.032692,17.742893,-1
305,22.707506,-25.845406,-1
306,-10.57312,3.4781601,1
307,-14.616711,2.9314485,1
308,-6.2839966,-2.5986745,1
309,0.1292753,1.2851692,1
310,-2.1610987,4.1879826,1
311,-2.5797603,4.2027655,1
312,-1.9407074,-2.4171474,1
313,-5.098115,2.303508,-1
314,-1.9635624,-0.68695706,-1
315,-8.15637,10.302886,1
316,-13.50838,5.476196,1
317,-12.443112,5.7765346,1
318,5.4024177,2.9567447,1
319,5.4217443,2.1762867,-1
320,0.49574453,-8.084716,1
321,-12.799299,10.431929,1
322,-9.503553,4.169429,1
323,-9.73477,5.7440553,1
324,2.6944072,-2.1860778,1
325,3.777331,-2.6867743,1
326,-3.8935986,-10.820444,1
327,25.524078,-6.3003426,-1
328,25.510553,-6.55718,-1
329,12.206857,-7.033668,1
330,-10.45836,5.6417828,1
331,-10.792329,6.5752873,1
332,-1.6572405,-0.7348923,-1
333,5.420217,-6.1209555,1
334,5.0087285,-6.6516643,1
335,4.4475946,-6.9248543,1
336,-13.380839,13.180224,-1
337,-12.032013,13.096889,1
338,-12.203747,13.374961,1
339,-14.8625555,16.630375,1
340,-14.548227,16.119827,1
341,-14.898931,16.010454,1
342,15.958031,-7.5332046,1
343,-11.930753,5.173548,1
344,5.322899,-8.114668,1
345,-11.625811,-4.318165,1
346,-4.2428427,5.082811,1
347,-18.004196,-5.536794,1
348,-14.644611,-3.3965533,1
349,-2.3331585,11.475094,1
350,-3.859589,-5.6135783,1
351,12.776508,-18.272207,-1
352,-12.286395,2.583168,1
353,-6.282041,13.190918,-1
354,13.775986,6.804589,-1
355,13.850691,5.148835,-1
356,13.38786,7.327743,-1
357,-6.554673,10.573756,1
358,-6.977803,11.416761,1
359,-6.2217407,10.565288,1
360,-16.59906,-8.304551,-1
361,-7.2751827,12.132774,1
362,-5.419606,14.696401,1
363,8.173752,-6.891235,1
364,14.709502,5.4282446,-1
365,-1.3035077,-11.760215,1
366,-5.164583,4.4813704,1
367,-7.8431196,-3.6328712,1
368,-7.9105854,-4.207076,1
369,-9.369672,2.1715817,1
370,-8.221502,2.7260623,1
371,-8.660929,2.2194588,1
372,-4.0512094,-4.795585,1
373,-8.0947485,3.71036,1
374,-7.612311,2.9789572,1
375,-10.682021,14.088886,1
376,-8.928806,13.648325,1
377,-10.775308,14.883354,1
378,-9.1268015,3.0742826,1
379,-7.322333,1.7643176,1
380,-10.492017,1.0368491,1
381,-19.734653,0.9497211,-1
382,-11.466444,1.3269385,1
383,-12.356801,0.6430241,1
384,-5.426922,-9.187808,-1
385,-17.225664,-5.218939,1
386,-4.5475483,-10.469445,1
387,5.799198,-6.7819915,1
388,-13.536949,-12.723926,-1
389,-6.8553324,7.51867,1
390,-6.439692,7.2735777,1
391,-6.74999,6.1315556,1
392,-6.8178415,5.738668,1
393,-0.63670176,-2.4056196,1
394,-3.3303356,3.48977,1
395,-9.091873,6.942341,-1
396,-11.54685,2.7492826,1
397,-5.0090227,0.50034606,1
398,-6.45486,-1.6968988,1
399,-11.274547,0.67182136,1
400,-13.756322,0.8478262,1
401,-8.998904,-5.511839,1
402,-10.978528,8.609138,-1
403,-11.868911,9.091939,1
404,-12.614367,7.879049,1
405,-15.053836,4.974715,1
406,-12.848765,6.605341,1
407,-14.643204,5.1285963,1
408,-13.577502,-7.023693,1
409,14.045569,-9.42604,1
410,-0.16054097,-5.2673874,1
411,20.309895,-9.732158,1
412,20.834269,-10.560326,1
413,20.418589,-9.738431,1
414,4.038915,-2.2581177,1
415,-7.3655033,-11.240507,1
416,15.525659,-0.96604687,-1
417,15.113325,7.278436,1
418,14.938213,7.152072,1
419,-6.8473005,-0.42814168,1
420,-17.261803,1.9108803,1
421,-18.490557,-7.309691,1
422,-15.005506,0.6293387,1
423,21.973637,-25.366594,-1
424,0.68880075,4.8032675,1
425,0.13125655,2.5245082,1
426,11.224656,-1.3791523,-1
427,11.927963,-1.4967663,-1
428,13.162546,-1.3240321,-1
429,-8.247529,-1.2961065,1
430,-8.853387,-2.1678226,1
431,-10.403671,-3.7798576,1
